1557957600,51.1161,17.0228,120
1557957650,51.114,17.0227,370
1557957700,51.1118,17.0203,620
1557957750,51.1103,17.0167,870
1557957800,51.1093,17.0125,1120
1557957850,51.1086,17.0076,1370
1557957900,51.108,17.0018,1620
1557957950,51.1076,16.9956,1870
1557958000,51.1073,16.9892,2120
1557958050,51.1071,16.9827,2370
1557958100,51.1071,16.976,2620
1557958150,51.1074,16.9691,2870
1557958200,51.1081,16.9621,3120
1557958250,51.109,16.9548,3370
1557958300,51.1099,16.9473,3620
1557958350,51.1109,16.9398,3870
1557958400,51.1119,16.9323,4120
1557958450,51.1128,16.9248,4370
1557958500,51.1138,16.9173,4620
1557958550,51.1149,16.9095,4870
1557958600,51.1161,16.9014,5120
1557958650,51.1173,16.8928,5370
1557958700,51.1185,16.8836,5620
1557958750,51.1195,16.8742,5870
1557958800,51.1204,16.8646,6120
1557958850,51.1214,16.8549,6370
1557958900,51.1225,16.8452,6620
1557958950,51.1239,16.8354,6870
1557959000,51.1256,16.8251,7120
1557959050,51.1276,16.8142,7370
1557959100,51.1298,16.8025,7620
1557959150,51.1322,16.79,7870
1557959200,51.1348,16.7768,8120
1557959250,51.1376,16.7631,8370
1557959300,51.1406,16.7489,8620
1557959350,51.1437,16.7347,8870
1557959400,51.1469,16.721,9120
1557959450,51.15,16.7082,9370
1557959500,51.1526,16.6969,9620
1557959550,51.1549,16.687,9870
1557959600,51.157,16.6779,10120
1557959650,51.159,16.6697,10370
1557959700,51.1611,16.6624,10620
1557959750,51.1633,16.6558,10870
1557959800,51.1658,16.65,11120
1557959850,51.1682,16.6447,11370
1557959900,51.1706,16.6398,11620
1557959950,51.1731,16.6352,11870
1557960000,51.1756,16.631,12120
1557960050,51.1781,16.6269,12370
1557960100,51.1806,16.6231,12620
1557960150,51.1832,16.6195,12870
1557960200,51.1856,16.6159,13120
1557960250,51.1879,16.6125,13370
1557960300,51.1902,16.6092,13620
1557960350,51.1923,16.606,13870
1557960400,51.1943,16.6026,14120
1557960450,51.1961,16.599,14370
1557960500,51.1977,16.5954,14620
1557960550,51.1992,16.5916,14870
1557960600,51.2005,16.5876,15120
1557960650,51.2018,16.5836,15370
1557960700,51.203,16.5796,15620
1557960750,51.2041,16.5754,15870
1557960800,51.2051,16.5712,16120
1557960850,51.206,16.5669,16370
1557960900,51.2069,16.5625,16620
1557960950,51.2077,16.558,16870
1557961000,51.2084,16.5535,17120
1557961050,51.2091,16.5488,17370
1557961100,51.2097,16.5441,17620
1557961150,51.2102,16.5393,17870
1557961200,51.2107,16.5344,18120
1557961250,51.2111,16.5295,18370
1557961300,51.2115,16.5244,18620
1557961350,51.2118,16.5192,18870
1557961400,51.2121,16.5136,19120
1557961450,51.2124,16.5076,19370
1557961500,51.2126,16.5014,19620
1557961550,51.2129,16.4947,19870
1557961600,51.2132,16.4878,20120
1557961650,51.2134,16.4805,20370
1557961700,51.2137,16.4728,20620
1557961750,51.2139,16.4649,20870
1557961800,51.2141,16.4566,21120
1557961850,51.2143,16.4482,21370
1557961900,51.2145,16.4396,21620
1557961950,51.2147,16.4308,21870
1557962000,51.2148,16.4217,22120
1557962050,51.2149,16.4125,22370
1557962100,51.215,16.4031,22620
1557962150,51.215,16.3935,22870
1557962200,51.2151,16.3836,23120
1557962250,51.2151,16.3736,23370
1557962300,51.215,16.3634,23620
1557962350,51.215,16.353,23870
1557962400,51.215,16.3424,24120
1557962450,51.2149,16.3316,24370
1557962500,51.2149,16.3206,24620
